episode_idx	episode_id	scene	neighbor_idx	neighbor_episode_id	matched_waypoints	mean_distance	baseline_distance_to_start	vlm_port	start_time	end_time	exit_code	result_suffix	vlm_log	eval_log	measurement_file	outbound_success	return_success	round_trip_success	distance_to_start	outbound_stop_distance_to_goal	trajectory_record_count	recovery_status	recovery_source	last_observed_step	last_observed_distance_to_start	recovery_note
815	1380	x8F5xyUWy9e	951	1633	4	0.830905	5.487870	55136	2026-09-10T21:20:54+01:00	2026-09-10T21:28:56+01:00	0	path_following_geometry_m50_20260910_ep815	<NaVILA-Bench>/batch_logs/path_following_geometry_m50_20260910/ep815_vlm.log	<NaVILA-Bench>/batch_logs/path_following_geometry_m50_20260910/ep815_eval.log	<NaVILA-Bench>/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_path_following_geometry_m50_20260910_ep815/measurements/1379.json	True	True	True	1.6278107166290283	1.1405237913131714	2302	original_summary	<NaVILA-Bench>/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_path_following_geometry_m50_20260910_ep815/measurements/1379.json			""
20	33	x8F5xyUWy9e	135	199	4	1.070148	4.718646	54341	2026-09-10T21:28:56+01:00	2026-09-10T21:37:12+01:00	0	path_following_geometry_m50_20260910_ep20	<NaVILA-Bench>/batch_logs/path_following_geometry_m50_20260910/ep20_vlm.log	<NaVILA-Bench>/batch_logs/path_following_geometry_m50_20260910/ep20_eval.log	<NaVILA-Bench>/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_path_following_geometry_m50_20260910_ep20/measurements/32.json	True	False	False	0.0	0.7486945390701294	2553	original_summary	<NaVILA-Bench>/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_path_following_geometry_m50_20260910_ep20/measurements/32.json			""
813	1378	x8F5xyUWy9e	951	1633	4	0.830905	4.214828	55134	2026-09-10T21:37:12+01:00	2026-09-10T21:44:27+01:00	0	path_following_geometry_m50_20260910_ep813	<NaVILA-Bench>/batch_logs/path_following_geometry_m50_20260910/ep813_vlm.log	<NaVILA-Bench>/batch_logs/path_following_geometry_m50_20260910/ep813_eval.log	<NaVILA-Bench>/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_path_following_geometry_m50_20260910_ep813/measurements/1377.json	True	True	True	1.3744962215423584	2.1585519313812256	2102	original_summary	<NaVILA-Bench>/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_path_following_geometry_m50_20260910_ep813/measurements/1377.json			""
189	286	2azQ1b91cZZ	696	1189	4	0.000000	6.937679	54510	2026-09-10T21:44:27+01:00	2026-09-10T21:58:20+01:00	0	path_following_geometry_m50_20260910_ep189	<NaVILA-Bench>/batch_logs/path_following_geometry_m50_20260910/ep189_vlm.log	<NaVILA-Bench>/batch_logs/path_following_geometry_m50_20260910/ep189_eval.log		True	False	False		1.9998599290847778		missing_measurement_outcome_recovered_from_log	<NaVILA-Bench>/batch_logs/path_following_geometry_m50_20260910/ep189_eval.log	2750	2.949	Success flags recovered from control flow. Outbound uses logged XY error against the batch 3.0 m success radius; no accepted return stop occurred. Last distance is telemetry, not necessarily the terminal distance.
783	1336	X7HyMhZNoso	687	1177	4	0.960138	7.436316	55104	2026-09-10T21:58:20+01:00	2026-09-10T22:03:20+01:00	0	path_following_geometry_m50_20260910_ep783	<NaVILA-Bench>/batch_logs/path_following_geometry_m50_20260910/ep783_vlm.log	<NaVILA-Bench>/batch_logs/path_following_geometry_m50_20260910/ep783_eval.log	<NaVILA-Bench>/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_path_following_geometry_m50_20260910_ep783/measurements/1335.json	True	True	True	2.654409885406494	0.6094897985458374	2552	original_summary	<NaVILA-Bench>/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_path_following_geometry_m50_20260910_ep783/measurements/1335.json			""
784	1337	X7HyMhZNoso	687	1177	4	0.960138	7.972808	55105	2026-09-10T22:03:20+01:00	2026-09-10T22:07:43+01:00	0	path_following_geometry_m50_20260910_ep784	<NaVILA-Bench>/batch_logs/path_following_geometry_m50_20260910/ep784_vlm.log	<NaVILA-Bench>/batch_logs/path_following_geometry_m50_20260910/ep784_eval.log	<NaVILA-Bench>/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_path_following_geometry_m50_20260910_ep784/measurements/1336.json	True	True	True	2.6561999320983887	1.2501364946365356	2302	original_summary	<NaVILA-Bench>/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_path_following_geometry_m50_20260910_ep784/measurements/1336.json			""
785	1338	X7HyMhZNoso	687	1177	4	0.960138	7.768569	55106	2026-09-10T22:07:43+01:00	2026-09-10T22:12:33+01:00	0	path_following_geometry_m50_20260910_ep785	<NaVILA-Bench>/batch_logs/path_following_geometry_m50_20260910/ep785_vlm.log	<NaVILA-Bench>/batch_logs/path_following_geometry_m50_20260910/ep785_eval.log	<NaVILA-Bench>/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_path_following_geometry_m50_20260910_ep785/measurements/1337.json	True	True	True	2.768977165222168	0.7177621722221375	2477	original_summary	<NaVILA-Bench>/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_path_following_geometry_m50_20260910_ep785/measurements/1337.json			""
1004	1713	TbHJrupSAjP	585	1018	4	0.315807	4.023420	55325	2026-09-10T22:12:33+01:00	2026-09-10T22:13:55+01:00	0	path_following_geometry_m50_20260910_ep1004	<NaVILA-Bench>/batch_logs/path_following_geometry_m50_20260910/ep1004_vlm.log	<NaVILA-Bench>/batch_logs/path_following_geometry_m50_20260910/ep1004_eval.log		False	False	False		4.102825164794922		missing_measurement_outcome_recovered_from_log	<NaVILA-Bench>/batch_logs/path_following_geometry_m50_20260910/ep1004_eval.log	825	0.148	Success flags recovered from control flow. Outbound uses logged XY error against the batch 3.0 m success radius; no accepted return stop occurred. Last distance is telemetry, not necessarily the terminal distance.
1062	1801	2azQ1b91cZZ	930	1579	5	0.278728	9.902829	55383	2026-09-10T22:13:55+01:00	2026-09-10T22:38:21+01:00	0	path_following_geometry_m50_20260910_ep1062	<NaVILA-Bench>/batch_logs/path_following_geometry_m50_20260910/ep1062_vlm.log	<NaVILA-Bench>/batch_logs/path_following_geometry_m50_20260910/ep1062_eval.log	<NaVILA-Bench>/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_path_following_geometry_m50_20260910_ep1062/measurements/1800.json	True	False	False	8.308306694030762	0.46953707933425903	7027	original_summary	<NaVILA-Bench>/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_path_following_geometry_m50_20260910_ep1062/measurements/1800.json			""
86	126	zsNo4HB9uLZ	942	1612	5	0.215112	12.411028	54407	2026-09-10T22:38:21+01:00	2026-09-10T23:09:25+01:00	0	path_following_geometry_m50_20260910_ep86	<NaVILA-Bench>/batch_logs/path_following_geometry_m50_20260910/ep86_vlm.log	<NaVILA-Bench>/batch_logs/path_following_geometry_m50_20260910/ep86_eval.log	<NaVILA-Bench>/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_path_following_geometry_m50_20260910_ep86/measurements/125.json	True	False	False	3.8401906490325928	2.3719959259033203	7727	original_summary	<NaVILA-Bench>/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_path_following_geometry_m50_20260910_ep86/measurements/125.json			""
271	428	QUCTc6BB5sX	66	94	6	0.244698	15.260509	54592	2026-09-10T23:09:25+01:00	2026-09-10T23:09:44+01:00	98	path_following_geometry_m50_20260910_ep271	<NaVILA-Bench>/batch_logs/path_following_geometry_m50_20260910/ep271_vlm.log	<NaVILA-Bench>/batch_logs/path_following_geometry_m50_20260910/ep271_eval.log								infrastructure_failure_not_recovered	<NaVILA-Bench>/batch_logs/path_following_geometry_m50_20260910/ep271_vlm.log			Evaluator did not run; navigation outcome is unavailable.
479	810	2azQ1b91cZZ	816	1381	5	0.918991	7.632172	54800	2026-09-10T23:09:44+01:00	2026-09-10T23:18:25+01:00	0	path_following_geometry_m50_20260910_ep479	<NaVILA-Bench>/batch_logs/path_following_geometry_m50_20260910/ep479_vlm.log	<NaVILA-Bench>/batch_logs/path_following_geometry_m50_20260910/ep479_eval.log	<NaVILA-Bench>/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_path_following_geometry_m50_20260910_ep479/measurements/809.json	True	True	True	1.6317217350006104	0.7355347871780396	2702	original_summary	<NaVILA-Bench>/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_path_following_geometry_m50_20260910_ep479/measurements/809.json			""
656	1137	zsNo4HB9uLZ	984	1681	6	0.000000	10.837272	54977	2026-09-10T23:18:25+01:00	2026-09-11T00:05:25+01:00	0	path_following_geometry_m50_20260910_ep656	<NaVILA-Bench>/batch_logs/path_following_geometry_m50_20260910/ep656_vlm.log	<NaVILA-Bench>/batch_logs/path_following_geometry_m50_20260910/ep656_eval.log	<NaVILA-Bench>/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_path_following_geometry_m50_20260910_ep656/measurements/1136.json	True	False	False	6.069216728210449	1.129557490348816	6977	original_summary	<NaVILA-Bench>/eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_path_following_geometry_m50_20260910_ep656/measurements/1136.json			""
